Student_ID,Z_Name,Animal_Type,Animal_Category,Zootopia_District,Study_Hours_Per_Day,Extracurricular_Hours_Per_Day,Sleep_Hours_Per_Day,Social_Hours_Per_Day,Physical_Activity_Hours_Per_Day,Fur_Color,Paw_Size,Tail_Length_cm,Stress_Level
491,Finnick Baboon,Rat,Prey,Savanna Central,6.6,1.9,6.1,3.8,5.6,Spotted,Extra Large,138,Moderate
492,Lionheart Wolf,Weasel,Predator,Sahara Square,6.8,2.6,5.6,5.3,3.7,White,Small,49,High
493,Madge Armadillo,Pig,Prey,Tundratown,7.5,1.8,7.9,3.7,3.1,,Large,94,Moderate
494,Swift Weasel,Elephant,Prey,Tundratown,6.2,2.9,9.1,4.7,1.1,Orange,Small,48,Moderate
495,Nangi Jaguar,Polar Bear,Predator,Savanna Central,7.8,2.1,5.7,4.7,3.7,Golden,Medium,68,High
496,Jerry Wolf,Otter,Predator,Rainforest District,6.4,0.5,8.1,0.3,8.7,Orange,Medium,62,Moderate
497,Gareth Wilde,Weasel,Predator,Downtown,8.7,1.3,5.0,3.1,5.9,White,Medium,132,High
498,,Hippo,Prey,Meadowlands,9.2,0.0,6.2,4.4,4.2,Striped,Medium,49,High
499,Dash Bear,Hyena,Predator,Savanna Central,6.6,0.4,6.8,1.6,8.6,Striped,Medium,2,Moderate
500,Fuzzy Cougar,Otter,Predator,Sahara Square,8.9,3.6,7.2,3.9,0.4,Black,Small,71,High
501,Chief Cougar,Hyena,Predator,Downtown,6.9,3.9,5.4,4.1,3.7,,Medium,23,High
502,Officer Hare,Giraffe,Prey,,8.2,2.8,5.0,1.0,7.0,Golden,Small,47,High
503,Hooves Shrew,Hyena,Predator,Meadowlands,8.6,2.7,9.8,2.2,0.7,Spotted,Small,10,High
504,Sharla Dog,Rat,Prey,Rainforest District,6.5,0.4,8.9,3.9,4.3,Striped,Large,38,Moderate
505,Bellwether Yak,Polar Bear,Predator,Meadowlands,5.2,1.4,9.8,3.0,4.6,,Large,24,Low
506,,Rat,Prey,Tundratown,6.0,1.5,6.8,0.3,9.4,Grey,Large,6,Moderate
507,Fluffy Cheetah,Rat,Prey,Sahara Square,8.8,1.7,9.1,3.7,0.7,Black,Large,116,High
509,Fuzzy Baboon,Jaguar,Predator,Downtown,8.0,1.2,5.7,3.9,5.2,Brown,Large,116,High
510,Kevin Raccoon,Elephant,Prey,Sahara Square,8.2,1.6,,1.1,4.5,,Extra Large,8,High
511,Peter Moose,Leopard,Predator,Savanna Central,9.5,1.1,6.8,0.3,6.3,Brown,Medium,36,High
512,FruFru Gorilla,Hippo,Prey,Savanna Central,6.3,3.3,5.1,2.3,7.0,Black,Large,32,High
513,Ranger Opossum,Zebra,Prey,Meadowlands,6.7,0.1,5.6,2.5,9.1,Brown,Medium,27,High
514,Emmitt Armadillo,Gazelle,Prey,,7.7,2.4,5.0,2.8,6.1,Striped,Small,12,High
515,Mayor Jaguar,Weasel,Predator,Downtown,9.8,2.1,8.4,1.2,2.5,White,Medium,91,High
516,Sharla Fox,Hyena,Predator,Downtown,7.6,3.9,5.6,0.1,6.8,Spotted,Medium,66,High
517,Fabienne Sheep,Cheetah,Predator,Downtown,8.9,3.2,5.6,1.6,4.7,Orange,Small,41,High
518,Frantic Moose,Hamster,Prey,Savanna Central,6.7,1.5,5.0,1.8,9.0,Grey,Extra Large,65,High
519,Koslov Yak,Mouse,Prey,Meadowlands,8.2,3.9,9.2,0.1,2.6,,Medium,141,High
520,Mayor Ocelot,Hippo,Prey,Sahara Square,8.9,1.8,7.0,1.8,4.5,White,Small,144,High
521,Priscilla Dingo,Rabbit,Prey,Meadowlands,5.3,0.9,6.2,2.9,8.7,Black,Medium,39,Low
522,Paws Macaque,Rabbit,Prey,Downtown,5.3,3.8,9.7,4.1,1.1,Orange,Extra Large,48,Low
523,Officer Wilde,Yak,Prey,Savanna Central,10.0,2.2,9.8,0.2,1.8,Orange,Large,81,High
524,Hooves Hare,Leopard,Predator,Sahara Square,6.0,0.6,8.1,4.7,4.6,,Extra Large,93,Moderate
525,Kevin Shrew,Giraffe,Prey,Meadowlands,7.9,0.6,,3.8,2.6,Grey,Small,58,Moderate
526,Dash Elephant,Zebra,Prey,Savanna Central,6.3,1.4,9.6,1.7,5.0,Orange,Extra Large,93,Moderate
527,Whiskers Yak,Panther,Predator,Downtown,7.3,3.6,8.5,0.3,4.3,Spotted,Large,54,Moderate
528,Gazelle Jaguar,Hyena,Predator,Tundratown,5.7,3.8,7.6,1.5,5.4,Orange,Medium,91,Low
529,Emmitt Yak,Lion,Predator,Rainforest District,7.5,2.7,5.4,1.6,6.8,Black,Extra Large,124,High
530,Agent Elephant,Hyena,Predator,Sahara Square,7.7,1.7,5.2,1.0,8.4,Black,Large,38,High
531,Gareth Shrew,Rat,Prey,,7.2,0.8,5.2,5.1,5.7,Grey,Small,12,High
532,Sharla Rat,Wolf,Predator,Tundratown,9.8,0.8,9.8,3.6,0.0,Orange,Large,5,High
533,Gideon Hyena,Leopard,Predator,Sahara Square,8.6,3.9,7.8,1.0,2.7,White,Small,101,High
534,Emmitt Chipmunk,Sloth,Prey,Rainforest District,5.4,2.5,9.9,1.1,5.1,,Large,120,Low
535,Gideon Fox,Moose,Prey,Tundratown,9.0,3.6,9.7,1.6,0.1,Black,Small,36,High
536,Officer Mouse,Weasel,Predator,Meadowlands,8.8,0.6,7.4,4.3,2.9,Golden,Small,95,High
537,Bucky Lion,Gazelle,Prey,Sahara Square,6.2,2.6,8.3,1.0,5.9,Black,Large,83,Moderate
538,Duke Badger,Elephant,Prey,Rainforest District,,0.0,5.0,2.1,9.4,White,Large,72,High
539,Manchas Pig,Polar Bear,Predator,Sahara Square,9.6,0.9,8.2,1.2,4.1,Brown,Medium,23,High
540,Manchas Hedgehog,Polar Bear,Predator,Tundratown,8.6,0.4,7.1,0.2,7.7,Brown,Large,37,High
541,Jerry Badger,Yak,Prey,Tundratown,7.4,2.6,5.6,1.7,6.7,Striped,Small,58,High
542,Gareth Hedgehog,Hippo,Prey,Savanna Central,10.0,0.2,8.8,1.9,3.1,Orange,Extra Large,78,High
543,Fabienne Dingo,Weasel,Predator,Downtown,7.0,3.0,9.6,4.2,0.2,Striped,Large,98,Moderate
544,Yax Chipmunk,Hippo,Prey,Downtown,8.9,1.0,7.8,2.2,4.1,Striped,Large,66,High
545,Duke Panther,Rat,Prey,Savanna Central,8.3,1.0,6.0,5.5,3.2,Black,Small,21,High
546,Sharla Hopps,Weasel,Predator,Meadowlands,6.1,0.2,5.2,1.1,11.4,Black,Medium,88,High
547,Dash Shrew,Panther,Predator,Sahara Square,9.3,1.1,9.8,,1.6,Black,Large,90,High
548,Koslov Weasel,Cheetah,Predator,Downtown,7.6,3.0,6.4,,4.9,White,Large,80,Moderate
549,Hooves Lion,Pig,Prey,Downtown,9.5,3.8,9.5,0.5,0.7,Golden,Extra Large,109,High
550,Yax Hyena,Gazelle,Prey,Sahara Square,7.5,,8.0,1.1,6.6,Grey,Extra Large,144,Moderate
551,Duke Fox,Hamster,Prey,Rainforest District,6.7,3.4,6.0,0.4,7.5,Grey,Extra Large,91,Moderate
552,Doug Hare,Otter,Predator,Tundratown,9.1,3.3,6.7,3.4,1.5,Grey,Large,7,High
553,Doug Sheep,Otter,Predator,Meadowlands,8.9,2.6,5.8,5.3,1.4,Spotted,Large,10,High
554,Fluffy Badger,Lion,Predator,Meadowlands,7.1,0.2,5.6,4.6,6.5,Golden,Small,23,High
555,Kevin Fox,Mouse,Prey,Tundratown,5.0,1.7,7.6,0.3,9.4,White,Small,75,Low
556,Bogo Rhino,Rhino,Prey,Tundratown,6.2,0.0,8.6,5.8,3.4,Brown,Large,102,Moderate
557,Snout Squirrel,Otter,Predator,Rainforest District,6.1,2.7,8.7,5.1,1.4,Black,Small,107,Moderate
558,,Moose,Prey,Tundratown,6.6,2.9,9.1,1.0,4.4,Spotted,Extra Large,45,Moderate
559,Fuzzy Porcupine,Otter,Predator,Meadowlands,6.9,3.6,9.0,4.4,0.1,White,Small,2,Moderate
560,Whiskers Ocelot,Lion,Predator,Rainforest District,8.0,2.6,5.4,3.3,4.7,Black,Large,10,High
561,Nangi Rat,Cheetah,Predator,Rainforest District,8.5,0.7,8.9,3.4,2.5,White,Medium,138,High
562,Gazelle Panther,Sheep,Prey,,6.5,2.9,8.8,0.6,5.2,Striped,Small,8,Moderate
563,Nangi Armadillo,Jaguar,Predator,Downtown,7.6,2.0,6.8,5.6,2.0,Golden,Medium,45,Moderate
564,Paws Cougar,Rat,Prey,Downtown,8.6,1.8,9.6,2.8,1.2,Orange,Small,101,High
565,Hooves Badger,Elephant,Prey,Downtown,,3.4,6.4,4.5,1.1,Spotted,Extra Large,36,High
566,Stu Gorilla,Cheetah,Predator,Downtown,6.7,3.9,9.3,2.9,1.2,White,Small,121,Moderate
567,Stu Dog,Mouse,Prey,Meadowlands,8.6,2.2,9.7,1.7,1.8,White,Extra Large,105,High
568,Doug Lynx,Giraffe,Prey,Meadowlands,8.9,2.9,6.9,0.1,5.2,Brown,Extra Large,119,High
569,Kevin Weasel,Panther,Predator,Meadowlands,9.2,0.0,8.5,5.8,0.5,Spotted,Medium,127,High
570,Gareth Sheep,Fox,Predator,Rainforest District,8.5,3.3,7.7,4.4,0.1,Orange,Small,25,High
571,Bonnie Wilde,Hippo,Prey,,5.3,2.0,8.6,5.2,2.9,Striped,Large,124,Low
572,Flash Lynx,Tiger,Predator,Downtown,7.8,1.6,5.7,5.2,3.7,Brown,Extra Large,79,High
574,Officer Lion,Moose,Prey,Sahara Square,6.3,2.5,7.9,5.0,2.3,Striped,Large,10,Moderate
575,Fuzzy Weasel,Elephant,Prey,Tundratown,9.5,0.0,8.4,,5.8,Brown,Medium,84,High
576,Larry Macaque,Elephant,Prey,Downtown,6.5,1.4,8.1,2.0,6.0,Striped,Extra Large,7,Moderate
577,Chief Cheetah,Moose,Prey,Rainforest District,8.7,1.6,5.3,4.7,3.7,Golden,Extra Large,59,High
578,Tail Coyote,Polar Bear,Predator,Savanna Central,8.4,1.3,5.3,2.2,6.8,Brown,Small,27,High
579,Raymond Armadillo,Giraffe,Prey,Downtown,9.7,,8.4,2.1,1.2,Golden,Medium,64,High
580,Nangi Leopard,Hyena,Predator,Rainforest District,8.8,0.4,6.4,1.7,6.7,Brown,Large,61,High
581,Judy Beaver,Jaguar,Predator,Savanna Central,7.2,3.9,5.3,3.1,4.5,Grey,Medium,97,High
582,Tail Macaque,Hyena,Predator,Downtown,,2.8,7.1,1.9,3.5,Spotted,Medium,134,High
583,Mayor Cheetah,Moose,Prey,Meadowlands,7.0,1.1,6.0,2.9,7.0,Golden,Medium,134,Moderate
584,Manchas Badger,Lion,Predator,Meadowlands,8.3,3.9,8.0,0.3,3.5,Spotted,Large,114,High
587,Gareth Ocelot,Moose,Prey,Rainforest District,6.3,2.7,8.5,3.7,2.8,,Extra Large,47,Moderate
588,Judy Panther,Hamster,Prey,Downtown,8.0,3.5,9.7,0.3,2.5,Striped,Small,78,Moderate
589,Gary Mouse,Otter,Predator,Meadowlands,5.8,3.8,8.7,5.0,0.7,Orange,Small,15,Low
590,FruFru Weasel,Hippo,Prey,Tundratown,8.5,2.7,7.0,0.1,5.7,Brown,Large,147,High
591,Emmitt Skunk,Gazelle,Prey,Tundratown,7.9,1.0,7.3,5.7,2.1,Orange,Medium,104,Moderate
592,Larry Baboon,Gazelle,Prey,Sahara Square,5.9,2.7,9.9,0.6,4.9,Golden,Medium,33,Low
593,Officer Macaque,Hedgehog,Prey,Rainforest District,5.0,1.7,5.5,4.5,7.3,Brown,Large,27,High
594,,Lion,Predator,Downtown,6.3,1.7,,0.1,7.3,Spotted,Large,145,Moderate
595,Officer Weasel,Tiger,Predator,Meadowlands,7.9,2.5,8.2,1.3,4.1,Golden,Small,137,Moderate
596,Hooves Coyote,Sheep,Prey,Meadowlands,6.0,3.5,8.7,0.1,5.7,Spotted,Extra Large,126,Moderate
597,Kevin Sloth,Yak,Prey,Tundratown,6.2,,6.4,1.5,9.0,Brown,Small,6,Moderate
598,Emmitt Hyena,Tiger,Predator,Meadowlands,8.7,2.4,,0.4,4.1,Black,Extra Large,51,High
599,Emmitt Sheep,Lion,Predator,Rainforest District,9.8,3.4,9.0,1.5,0.3,Striped,Large,75,High
600,Kevin Pig,Yak,Prey,Downtown,6.0,,8.7,4.4,2.4,Brown,Medium,145,Moderate
601,Madge Squirrel,Rabbit,Prey,Sahara Square,7.6,0.3,6.9,5.5,3.7,Brown,Extra Large,62,Moderate
602,Peter Cat,Zebra,Prey,Downtown,6.3,1.5,9.5,4.0,2.7,Brown,Large,83,Moderate
603,Mayor Squirrel,Elephant,Prey,Rainforest District,8.9,1.8,8.2,1.3,3.8,Striped,Large,87,High
604,Yax Wilde,Tiger,Predator,Sahara Square,7.2,2.6,9.7,0.3,4.2,Brown,Medium,97,Moderate
605,Gareth Gorilla,Gazelle,Prey,Sahara Square,9.1,1.2,7.2,0.1,6.4,Striped,Extra Large,104,High
606,Tail Hare,Hedgehog,Prey,Tundratown,5.3,2.0,9.6,0.6,6.5,Spotted,Large,117,Low
607,Duke Otter,Hyena,Predator,Meadowlands,8.8,1.6,8.3,1.4,3.9,Grey,Medium,111,High
608,Bonnie Hedgehog,Lion,Predator,Rainforest District,5.4,0.7,8.3,5.3,4.3,Orange,Small,104,Low
609,Gareth Raccoon,Fox,Predator,Rainforest District,9.1,2.7,,1.7,4.9,White,Medium,11,High
610,Nick Bear,Hyena,Predator,Rainforest District,7.6,2.1,6.8,2.1,5.4,Spotted,Medium,145,Moderate
611,Larry Armadillo,Hamster,Prey,Meadowlands,9.1,3.2,6.5,4.8,0.4,Golden,Large,112,High
612,Doug Squirrel,Pig,Prey,Meadowlands,6.8,2.0,9.7,4.8,0.7,Striped,Large,61,Moderate
613,Pronk Moose,Cheetah,Predator,Savanna Central,5.5,1.6,7.8,3.0,6.1,White,Large,7,Low
614,Pronk Beaver,Jaguar,Predator,Savanna Central,8.4,,9.3,2.2,0.7,Striped,Large,52,High
615,Snout Leopard,Hyena,Predator,Tundratown,7.2,2.4,5.8,4.0,4.6,Brown,Medium,141,High
616,Stu Cougar,Sloth,Prey,Savanna Central,6.1,0.5,5.8,0.0,11.6,Spotted,Small,144,High
617,Koslov Dingo,Moose,Prey,Meadowlands,8.6,,,0.8,4.1,Golden,Extra Large,70,High
618,Gazelle Squirrel,Hippo,Prey,Meadowlands,5.5,0.9,7.6,3.6,6.4,Brown,Extra Large,93,Low
619,Officer Rat,Rhino,Prey,Rainforest District,6.2,0.2,7.0,1.4,9.2,Grey,Large,98,Moderate
620,Gareth Bunny,Elephant,Prey,Sahara Square,7.1,1.7,7.7,4.2,3.3,Grey,Medium,127,Moderate
621,Bellwether Weasel,Panther,Predator,Sahara Square,8.5,0.7,7.5,2.5,4.8,Striped,Medium,133,High
622,Fabienne Leopard,Hedgehog,Prey,Sahara Square,7.7,,8.0,0.7,7.1,Striped,Extra Large,53,Moderate
623,Hooves Jackal,Rhino,Prey,Savanna Central,6.7,0.6,8.5,1.2,7.0,Orange,Extra Large,85,Moderate
624,Nick Lion,Sloth,Prey,Sahara Square,6.0,2.0,7.1,0.1,8.8,Golden,Medium,112,Moderate
625,Swift Ocelot,Weasel,Predator,Downtown,9.0,,7.4,3.4,3.9,Grey,Small,119,High
626,Stu Fox,Polar Bear,Predator,Savanna Central,6.3,,8.6,3.2,5.9,Grey,Small,50,Moderate
627,Peter Panther,Zebra,Prey,Sahara Square,9.2,3.3,9.2,1.1,1.2,Black,Extra Large,31,High
628,Raymond Lion,Cheetah,Predator,Sahara Square,7.3,,9.3,5.3,1.4,Orange,Large,97,Moderate
630,Chief Ocelot,Tiger,Predator,Rainforest District,,3.5,6.9,3.3,5.0,Striped,Extra Large,145,Low
631,Dash Armadillo,Gazelle,Prey,Meadowlands,9.8,0.3,8.2,0.4,5.3,Spotted,Large,13,High
632,Bucky Hippo,Sloth,Prey,Rainforest District,7.2,4.0,7.8,1.6,3.4,Spotted,Large,86,Moderate
633,Sparky Hyena,Moose,Prey,Tundratown,6.1,,6.9,0.4,9.2,Golden,Extra Large,61,Moderate
634,Bellwether Lynx,Weasel,Predator,Downtown,8.6,2.6,8.5,0.0,4.3,Spotted,Extra Large,101,High
635,Agent Jaguar,Rat,Prey,Sahara Square,6.1,2.6,7.4,0.0,7.9,Grey,Medium,88,Moderate
636,Sharla Opossum,Tiger,Predator,Tundratown,7.7,0.3,8.8,3.5,3.7,Black,Small,115,Moderate
637,Tail Chipmunk,Fox,Predator,,8.9,3.0,9.0,1.6,1.5,White,Large,28,High
638,Fluffy Sloth,Gazelle,Prey,Downtown,8.1,3.0,5.8,1.2,5.9,White,Large,9,High
639,Gideon Coyote,Jaguar,Predator,Downtown,9.5,3.0,9.5,1.5,0.5,Golden,Extra Large,88,High
640,Larry Ocelot,Zebra,Prey,,9.4,2.3,8.2,0.6,3.5,Grey,Extra Large,132,High
641,Doug Mouse,Hyena,Predator,Tundratown,7.4,2.9,6.4,1.2,6.1,Spotted,Extra Large,65,Moderate
642,Finnick Dingo,Hamster,Prey,Rainforest District,6.1,1.7,,3.0,3.7,Spotted,Extra Large,93,Moderate
643,Sharla Jackal,Mouse,Prey,Sahara Square,5.9,0.3,8.5,2.3,7.0,Striped,Medium,116,Low
644,Hooves Ocelot,Giraffe,Prey,Savanna Central,9.0,1.1,8.5,1.4,4.0,Brown,Medium,108,High
645,Doug Porcupine,Polar Bear,Predator,Savanna Central,9.7,2.5,6.6,1.4,3.8,Orange,Small,64,High
646,Manchas Otter,Tiger,Predator,Tundratown,,2.4,6.3,4.0,5.2,Striped,Extra Large,3,Moderate
647,Mayor Wilde,Pig,Prey,Meadowlands,9.1,3.1,8.8,0.6,2.4,Black,Large,101,High
648,Chief Wolf,Hedgehog,Prey,Meadowlands,6.8,1.7,5.2,1.6,8.7,Orange,Medium,139,High
649,Duke Moose,Moose,Prey,Meadowlands,5.2,3.5,6.2,3.3,5.8,White,Small,104,Low
650,Emmitt Beaver,Rabbit,Prey,Sahara Square,6.6,3.6,9.4,1.4,3.0,White,Small,30,Moderate
651,Officer Cheetah,Yak,Prey,Meadowlands,9.5,4.0,9.1,1.2,0.2,Black,Large,20,High
652,,Sheep,Prey,Meadowlands,5.3,,10.0,2.0,6.3,Black,Extra Large,107,Low
653,Gideon Hippo,Rhino,Prey,Downtown,8.7,3.2,9.3,2.8,0.0,Golden,Large,143,High
654,Officer Bear,Jaguar,Predator,Downtown,5.1,1.4,8.9,3.4,5.2,Black,Large,60,Low
655,Bogo Badger,Wolf,Predator,Sahara Square,6.6,2.6,6.2,0.1,8.5,Brown,Extra Large,44,Moderate
656,Claws Rat,Rabbit,Prey,Rainforest District,8.8,0.2,9.2,3.6,2.2,Striped,Small,45,High
657,Paws Lion,Mouse,Prey,,7.8,2.5,9.3,2.6,1.8,Grey,Large,135,Moderate
658,Emmitt Dog,Cheetah,Predator,,8.8,1.8,8.5,1.9,3.0,White,Medium,44,High
659,Kevin Sheep,Tiger,Predator,Meadowlands,6.1,2.4,9.6,5.5,0.4,White,Extra Large,105,Moderate
660,Flash Fox,Panther,Predator,Rainforest District,6.1,4.0,9.9,2.6,1.4,White,Large,59,Moderate
661,Gary Hippo,Elephant,Prey,Sahara Square,9.0,2.9,8.0,0.2,3.9,Black,Medium,114,High
662,Yax Bear,Jaguar,Predator,Meadowlands,8.4,1.5,9.7,0.7,3.7,Golden,Large,87,High
663,Bucky Jackal,Otter,Predator,,7.5,2.8,8.5,3.4,1.8,,Small,146,Moderate
664,Flash Beaver,Fox,Predator,Rainforest District,8.2,2.4,5.9,4.2,3.3,Grey,Extra Large,113,High
665,Claws Macaque,Weasel,Predator,Meadowlands,7.3,2.7,9.2,0.8,4.0,,Extra Large,18,Moderate
666,Bucky Dog,Rabbit,Prey,Meadowlands,,3.2,9.8,1.0,0.8,Golden,Extra Large,12,High
667,Nick Coyote,Otter,Predator,Savanna Central,7.4,1.6,,3.4,5.8,Golden,Large,129,High
668,Emmitt Raccoon,Sloth,Prey,Tundratown,7.9,2.4,6.8,0.3,6.6,Golden,Small,56,Moderate
669,Nick Tiger,Giraffe,Prey,Downtown,5.2,1.7,5.4,3.6,8.1,Orange,Extra Large,145,High
670,Swift Rhino,Weasel,Predator,Sahara Square,9.3,3.5,6.0,3.8,1.4,White,Medium,65,High
671,Finnick Otter,Jaguar,Predator,Meadowlands,6.4,3.2,10.0,0.1,4.3,Spotted,Extra Large,31,Moderate
672,Sparky Lynx,Hyena,Predator,Tundratown,9.9,1.9,9.2,0.2,2.8,Striped,Extra Large,50,High
673,Judy Porcupine,Hamster,Prey,,6.7,0.3,9.9,4.9,2.2,Black,Medium,87,Moderate
674,Fabienne Shrew,Gazelle,Prey,Downtown,5.4,0.8,6.1,2.8,8.9,Grey,Small,109,Low
676,Yax Squirrel,Fox,Predator,Meadowlands,6.4,3.2,6.6,1.8,6.0,Striped,Large,110,Moderate
677,Bellwether Otter,Weasel,Predator,Meadowlands,6.2,0.5,6.3,2.1,8.9,Golden,Extra Large,37,Moderate
678,Dash Cat,Moose,Prey,,6.1,3.2,5.7,2.1,6.9,White,Small,77,High
679,Pronk Rat,Leopard,Predator,,9.3,0.6,5.4,2.9,5.8,Grey,Large,63,High
680,Sparky Hedgehog,Rat,Prey,Tundratown,,0.5,7.9,3.0,3.6,Grey,Small,144,High
681,Claws Sheep,Otter,Predator,Tundratown,,2.5,6.4,2.9,6.5,White,Large,111,Low
682,Finnick Armadillo,Lion,Predator,Downtown,6.5,3.3,,2.5,6.4,Grey,Medium,60,High
683,Sparky Dog,Mouse,Prey,Downtown,7.3,2.9,7.9,3.9,2.0,Orange,Large,90,Moderate
684,Dash Badger,Cheetah,Predator,Sahara Square,6.6,2.2,9.2,5.9,0.1,Grey,Medium,26,Moderate
685,,Sloth,Prey,Savanna Central,9.4,1.5,6.0,2.9,4.2,Golden,Large,92,High
686,Manchas Mouse,Hyena,Predator,Meadowlands,7.4,3.4,6.8,5.2,1.2,,Large,93,Moderate
687,Larry Lion,Tiger,Predator,Meadowlands,7.0,1.3,7.3,4.6,3.8,Black,Extra Large,10,Moderate
688,Gazelle Skunk,Rabbit,Prey,Meadowlands,9.8,0.7,7.8,3.3,2.4,Striped,Small,115,High
689,Peter Beaver,Mouse,Prey,Meadowlands,7.4,2.6,6.1,3.3,4.6,Golden,Large,143,Moderate
690,Peter Skunk,Rhino,Prey,Sahara Square,5.7,2.3,5.9,1.7,8.4,Brown,Small,15,High
691,Tail Fox,Rat,Prey,Rainforest District,6.1,0.7,9.1,1.7,6.4,Grey,Extra Large,122,Moderate
692,Fluffy Lynx,Giraffe,Prey,Savanna Central,6.9,3.2,6.8,0.5,6.6,Orange,Medium,124,Moderate
693,Mayor Mouse,Hyena,Predator,Meadowlands,7.8,3.4,9.0,0.7,3.1,Golden,Medium,4,Moderate
694,Swift Wolf,Rat,Prey,Sahara Square,6.1,3.5,6.2,1.6,6.6,,Medium,115,Moderate
695,Frantic Lynx,Cheetah,Predator,Savanna Central,5.0,3.5,9.0,3.8,2.7,Striped,Extra Large,92,Low
696,Claws Hippo,Moose,Prey,Sahara Square,7.3,1.4,5.5,2.9,6.9,Golden,Medium,133,High
697,FruFru Hare,Hyena,Predator,Sahara Square,9.6,0.2,6.5,1.2,6.5,White,Medium,34,High
698,Whiskers Dingo,Leopard,Predator,Savanna Central,7.3,1.9,,0.9,5.1,Orange,Medium,125,Moderate
699,Hooves Skunk,Pig,Prey,Downtown,7.4,1.7,8.0,6.0,0.9,White,Large,93,Moderate
700,Nick Sloth,Otter,Predator,Downtown,9.1,0.7,5.2,1.2,7.8,Spotted,Extra Large,105,High
701,,Otter,Predator,Downtown,6.7,2.0,8.1,5.5,1.7,Golden,Large,28,Moderate
702,Ranger Rhino,Panther,Predator,Meadowlands,5.3,0.1,7.8,2.6,8.2,Spotted,Large,29,Low
703,Pronk Hare,Elephant,Prey,Meadowlands,9.2,0.6,5.1,2.7,6.4,White,Extra Large,61,High
704,Larry Pig,Panther,Predator,Downtown,8.0,1.1,5.9,2.3,6.7,,Extra Large,147,High
705,Stu Panther,Sloth,Prey,Rainforest District,9.0,1.6,8.8,0.6,4.0,Orange,Large,61,High
706,Koslov Elephant,Gazelle,Prey,Sahara Square,8.4,,9.6,1.4,2.3,Striped,Extra Large,126,High
707,Finnick Fox,Pig,Prey,Meadowlands,5.3,0.1,9.1,3.1,6.4,Black,Small,64,Low
708,Bogo Lion,Leopard,Predator,Tundratown,6.7,0.1,9.8,4.0,3.4,Black,Medium,93,Moderate
709,Chief Yak,Sheep,Prey,Savanna Central,9.7,1.1,8.1,3.5,1.6,White,Extra Large,24,High
710,Nangi Elephant,Rat,Prey,Downtown,9.7,3.5,8.7,0.6,1.5,Brown,Extra Large,115,High
711,,Hippo,Prey,Sahara Square,6.4,3.9,5.1,4.3,4.3,Orange,Medium,67,High
712,Fuzzy Skunk,Elephant,Prey,Tundratown,10.0,1.2,6.7,0.5,5.6,Grey,Extra Large,112,High
713,Yax Macaque,Giraffe,Prey,Tundratown,7.2,,6.7,5.0,4.1,Grey,Small,72,Moderate
714,Tail Puma,Hippo,Prey,Sahara Square,5.3,0.4,5.8,3.6,8.9,Black,Medium,126,High
715,Nangi Lynx,Zebra,Prey,Tundratown,5.8,3.9,7.2,3.0,4.1,Spotted,Extra Large,139,Low
716,Manchas Coyote,Mouse,Prey,Savanna Central,8.3,3.0,8.8,2.3,1.6,Orange,Medium,130,High
717,FruFru Badger,Yak,Prey,Downtown,9.5,3.3,8.8,0.1,2.3,Golden,Medium,31,High
718,Officer Porcupine,Polar Bear,Predator,Downtown,7.0,,9.5,3.6,0.4,,Medium,120,Moderate
719,Nangi Wilde,Giraffe,Prey,Downtown,6.6,2.8,6.4,1.1,7.1,,Small,67,Moderate
720,Peter Puma,Otter,Predator,Tundratown,7.1,3.3,5.6,4.4,3.6,Grey,Small,67,High
721,Whiskers Hyena,Mouse,Prey,Meadowlands,7.7,1.2,7.5,1.8,5.8,White,Medium,112,Moderate
722,Clawhauser Macaque,Giraffe,Prey,Savanna Central,5.8,0.5,7.7,5.4,4.6,Grey,Medium,126,Low
723,Madge Hyena,Pig,Prey,Savanna Central,6.7,2.9,,5.6,0.5,White,Small,143,Moderate
724,Raymond Bear,Hedgehog,Prey,Savanna Central,,,7.0,1.7,3.4,Orange,Medium,56,High
725,Madge Sloth,Zebra,Prey,Rainforest District,5.1,3.3,9.0,0.6,6.0,Striped,Small,5,Low
726,Nick Dog,Wolf,Predator,Meadowlands,5.6,3.9,6.1,0.4,8.0,Brown,Extra Large,82,Low
727,Gary Weasel,Rhino,Prey,Meadowlands,8.0,3.0,5.2,4.0,3.8,Brown,Small,31,High
728,Jerry Porcupine,Sloth,Prey,Rainforest District,5.9,2.3,6.5,5.6,3.7,White,Medium,136,Low
729,Chief Badger,Rhino,Prey,Rainforest District,9.1,3.9,6.3,4.6,0.1,Grey,Medium,79,High
730,Pronk Sheep,Rat,Prey,Meadowlands,5.3,0.2,8.5,2.7,7.3,Orange,Medium,80,Low
731,Larry Otter,Leopard,Predator,Meadowlands,6.1,2.5,6.3,3.5,5.6,Striped,Small,70,Moderate
732,Flash Porcupine,Wolf,Predator,Savanna Central,9.1,1.9,6.8,2.2,4.0,Striped,Medium,119,High
733,Priscilla Rabbit,Hamster,Prey,Downtown,9.0,1.3,6.0,0.5,7.2,Golden,Medium,121,High
734,Bucky Ocelot,Cheetah,Predator,Tundratown,9.2,0.9,6.9,4.9,2.1,Striped,Large,94,High
735,Doug Baboon,Lion,Predator,Savanna Central,9.1,1.5,7.3,1.8,4.3,Brown,Large,10,High
